OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
6200,38,Thursday,5,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6201,57,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6202,6,Friday,20,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6203,24,Friday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6204,8,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6205,11,Saturday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6206,36,Saturday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6207,58,Tuesday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6208,25,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6209,52,Wednesday,9,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6210,59,Wednesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6211,38,Thursday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6212,19,Thursday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6213,4,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6214,27,Thursday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6215,19,Friday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6216,31,Monday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",Unknown,Clear
6217,43,Sunday,14,Intersection,Daylight,"Water (Standing, Moving)","Two-Way, Not Divided",40 - 45  MPH,Rain
6218,16,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6219,7,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Rain
6220,6,Friday,21,Non-Roadway,Dusk,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6221,43,Wednesday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
6222,35,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
6223,15,Friday,14,Non-Intersection,Dusk,Wet,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
6224,52,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6225,43,Tuesday,0,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6226,44,Friday,14,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6227,49,Wednesday,11,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6228,13,Wednesday,7,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6229,13,Saturday,15,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6230,35,Saturday,18,Non-Intersection,Daylight,Wet,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Rain
6231,14,Sunday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6232,20,Sunday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6233,30,Saturday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6234,18,Thursday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6235,10,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6236,15,Friday,22,Intersection-Related,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
6237,16,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6238,12,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6239,10,Sunday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6240,33,Sunday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6241,26,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6242,41,Friday,9,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
6243,17,Monday,16,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6244,23,Tuesday,9,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6245,61,Thursday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6246,35,Saturday,21,Non-Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
6247,13,Sunday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6248,41,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6249,2,Wednesday,16,Non-Roadway,Daylight,Unknown,"Two-Way, Not Divided",20 - 25  MPH,Other
6250,27,Friday,10,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6251,51,Saturday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6252,50,Saturday,6,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6253,13,Friday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6254,28,Saturday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6255,23,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6256,9,Sunday,11,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6257,14,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6258,14,Sunday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6259,49,Saturday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6260,24,Monday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6261,15,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6262,31,Wednesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6263,25,Monday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6264,63,Friday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6265,37,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6266,60,Saturday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6267,56,Sunday,20,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6268,27,Friday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6269,11,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6270,60,Wednesday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6271,63,Friday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6272,12,Wednesday,16,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6273,32,Wednesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6274,20,Monday,5,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6275,20,Monday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6276,14,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6277,34,Tuesday,12,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6278,11,Sunday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6279,24,Wednesday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Clear
6280,21,Monday,9,Non-Roadway,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
6281,14,Wednesday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6282,33,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",20 - 25  MPH,Clear
6283,11,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6284,17,Wednesday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6285,22,Wednesday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6286,18,Wednesday,19,Intersection,Dusk,"Water (Standing, Moving)","Two-Way, Not Divided",30 - 35  MPH,Rain
6287,58,Thursday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6288,28,Friday,5,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6289,22,Sunday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6290,30,Sunday,18,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6291,56,Saturday,10,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6292,43,Tuesday,20,Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6293,22,Friday,22,Non-Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6294,44,Monday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6295,20,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6296,999,Saturday,11,Intersection-Related,Dusk,Wet,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6297,17,Monday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
6298,33,Saturday,17,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Rain
6299,48,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6300,13,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6301,23,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6302,10,Sunday,14,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6303,40,Sunday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6304,12,Friday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6305,43,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6306,48,Wednesday,4,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6307,52,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6308,20,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6309,16,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6310,45,Thursday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6311,67,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6312,30,Wednesday,6,Non-Intersection,Dawn,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6313,17,Monday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6314,52,Sunday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6315,69,Saturday,9,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6316,84,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Clear
6317,13,Thursday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6318,13,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6319,32,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6320,30,Sunday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6321,30,Monday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6322,13,Friday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6323,53,Wednesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6324,66,Saturday,6,Non-Intersection,Dawn,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6325,15,Monday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6326,35,Saturday,0,Non-Roadway,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",Unknown,Clear
6327,15,Wednesday,16,Intersection-Related,Daylight,Unknown,"Two-Way, Not Divided",20 - 25  MPH,Other
6328,39,Monday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6329,45,Tuesday,1,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6330,15,Monday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6331,56,Wednesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6332,20,Thursday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6333,21,Monday,11,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6334,12,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6335,54,Wednesday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6336,56,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6337,40,Saturday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6338,51,Wednesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6339,22,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6340,26,Thursday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6341,24,Tuesday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6342,8,Sunday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6343,52,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6344,16,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6345,25,Saturday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6346,43,Sunday,18,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6347,20,Friday,23,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6348,14,Monday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6349,20,Sunday,2,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
6350,44,Sunday,9,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",5 - 15 MPH,Clear
6351,28,Monday,10,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
6352,30,Friday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6353,30,Sunday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6354,10,Sunday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6355,64,Sunday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6356,65,Monday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6357,13,Wednesday,8,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6358,38,Tuesday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6359,27,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6360,47,Wednesday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6361,40,Wednesday,22,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6362,57,Tuesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6363,57,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6364,41,Thursday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6365,20,Tuesday,4,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6366,50,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6367,56,Thursday,12,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6368,53,Saturday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6369,34,Saturday,7,Intersection,Dawn,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6370,999,Friday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6371,49,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6372,17,Friday,21,Intersection,Other,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6373,49,Thursday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6374,36,Tuesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6375,9,Sunday,20,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6376,57,Saturday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6377,26,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6378,57,Tuesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6379,28,Monday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6380,37,Monday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6381,999,Wednesday,17,Intersection-Related,Daylight,Dry,"One-Way, Not Divided",40 - 45  MPH,Clear
6382,38,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6383,19,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6384,58,Wednesday,6,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6385,63,Monday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6386,30,Wednesday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6387,73,Thursday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6388,42,Monday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6389,50,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6390,43,Saturday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6391,32,Sunday,11,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6392,42,Sunday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6393,48,Sunday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6394,53,Tuesday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6395,20,Thursday,8,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6396,29,Monday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6397,29,Friday,7,Non-Intersection,Dawn,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6398,35,Thursday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6399,37,Wednesday,23,Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6400,33,Tuesday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6401,53,Friday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6402,53,Tuesday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6403,49,Friday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6404,60,Wednesday,8,Intersection-Related,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6405,14,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6406,53,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6407,31,Wednesday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6408,10,Wednesday,7,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Clear
6409,41,Thursday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6410,15,Friday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6411,44,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6412,58,Thursday,19,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
6413,35,Tuesday,13,Intersection,Daylight,Wet,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Rain
6414,62,Thursday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6415,23,Friday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
6416,53,Saturday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6417,21,Thursday,15,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6418,57,Tuesday,17,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6419,30,Sunday,3,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6420,32,Tuesday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6421,31,Saturday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6422,18,Tuesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6423,19,Friday,11,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6424,11,Wednesday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6425,22,Wednesday,19,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6426,48,Thursday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6427,49,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6428,18,Friday,23,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6429,53,Tuesday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6430,10,Tuesday,9,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6431,22,Friday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6432,53,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Cloudy
6433,56,Friday,19,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
6434,58,Saturday,16,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6435,46,Friday,7,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6436,14,Thursday,17,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
6437,20,Friday,18,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6438,27,Tuesday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6439,46,Sunday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
